"nobs","sigma","logLik","AIC","BIC","REMLcrit","df.residual","yvar"
51,7.62936222691111,-161.699550435137,339.399100870275,354.853705932069,323.399100870275,43,"fitovol_dm3"
54,12.1190086781812,-196.949179669755,409.898359339509,425.810231712023,393.898359339509,46,"rec_total_porc"
54,3.97678448313999,-143.268430023642,302.536860047284,318.448732419798,286.536860047284,46,"riqueza"
54,0.394238424891047,-30.6318406831495,77.2636813662989,93.1755537388131,61.2636813662989,46,"shannon"
54,0.57393560938791,-53.2947333175729,122.589466635146,138.50133900766,106.589466635146,46,"tasa_cons"
