commons,commonsSort,transh,id,parcela,quadrat,i_shannon,fitovol_dm3,rec_total_porc,rec_vegetal_porc,riqueza,tasa_cons,estiercol_kg_ha,shannon,sr.win,sr.spr,sr.sum,sr.aut,altitud_m,cic,fosforo,mo,ph,potasio,nitrogeno,carbono
Castril,0_Castril,long,CTS_2_3,CTS_2,3,-1.1279351866415497,13.5,45,53.90000000000002,21,1.068645640074211,44.68463999999999,1.1279351866415497,0,1.1134453781512605,5.1797385620915035,3.880718954248366,1688,19,25,8.79,7.18,174,0.51706,6.87
Castril,0_Castril,long,CTS_3_1,CTS_3,1,-1.7765717200842752,12,60,86.09999999999994,21,1.1916376306620216,32.449560000000005,1.7765717200842752,0,0.5958023019634394,3.3175355450236967,1.6113744075829382,1743,16,62,4.4,6.97,220,0.24325,2.525
Castril,0_Castril,long,CTS_3_2,CTS_3,2,-1.6300054867752187,18,60,61.50000000000002,25,1.0975609756097555,32.449560000000005,1.6300054867752187,0,0.5958023019634394,3.3175355450236967,1.6113744075829382,1743,16,62,4.4,6.97,220,0.24325,2.525
Castril,0_Castril,long,CTS_3_3,CTS_3,3,-1.9296833638090083,28,70,70.6,20,1.3852691218130315,32.449560000000005,1.9296833638090083,0,0.5958023019634394,3.3175355450236967,1.6113744075829382,1743,16,62,4.4,6.97,220,0.24325,2.525
Pontones,2_Pontones,short,PES_1_1,PES_1,1,-2.109164286854911,15,50,53.40000000000001,20,1.0543071161048687,37.76915999999999,2.109164286854911,1.4721783394769177,1.2804232804232805,1.6635802469135803,1.0925925925925926,1638,17,13,6.59,7.27,211,0.40075,4
Pontones,2_Pontones,short,PES_1_2,PES_1,2,-1.0143287723423426,8,40,50.400000000000006,10,1.8849206349206347,37.76915999999999,1.0143287723423426,1.4721783394769177,1.2804232804232805,1.6635802469135803,1.0925925925925926,1638,17,13,6.59,7.27,211,0.40075,4
Pontones,2_Pontones,short,PES_1_3,PES_1,3,-2.366158406856969,12,60,61.000000000000014,24,0.6196721311475408,37.76915999999999,2.366158406856969,1.4721783394769177,1.2804232804232805,1.6635802469135803,1.0925925925925926,1638,17,13,6.59,7.27,211,0.40075,4
Pontones,2_Pontones,short,PES_2_1,PES_2,1,-1.3980315300515125,18,90,90.99999999999994,18,1.8186813186813198,26.066039999999997,1.3980315300515125,0,1.12,1.68,0.7466666666666666,1664,21,30,18.02,7.63,127,1.1971,11.15
Pontones,2_Pontones,short,PES_2_2,PES_2,2,-1.5149448578644176,10,50,60.300000000000004,13,0.8291873963515753,26.066039999999997,1.5149448578644176,0,1.12,1.68,0.7466666666666666,1664,21,30,18.02,7.63,127,1.1971,11.15
Pontones,2_Pontones,short,PES_2_3,PES_2,3,-1.8294870806087487,22.5,75,78.19999999999996,19,0.3196930946291561,26.066039999999997,1.8294870806087487,0,1.12,1.68,0.7466666666666666,1664,21,30,18.02,7.63,127,1.1971,11.15
Pontones,2_Pontones,short,PES_3_1,PES_3,1,-1.1567566105555882,10,50,52.900000000000006,11,0.38374291115311904,45.74855999999998,1.1567566105555882,0.888888888888889,2.412698412698413,4,1.777777777777778,1710,12,20,6.52,7.46,95,0.42769,4.17
Pontones,2_Pontones,short,PES_3_2,PES_3,2,-1.5246928728781106,16.5,55,60.400000000000006,14,1.0794701986754964,45.74855999999998,1.5246928728781106,0.888888888888889,2.412698412698413,4,1.777777777777778,1710,12,20,6.52,7.46,95,0.42769,4.17
Pontones,2_Pontones,short,PES_3_3,PES_3,3,-1.462022046570876,24,60,77.89999999999998,11,1.2862644415917848,45.74855999999998,1.462022046570876,0.888888888888889,2.412698412698413,4,1.777777777777778,1710,12,20,6.52,7.46,95,0.42769,4.17
Pontones,2_Pontones,long,PTS_1_1,PTS_1,1,-1.7337710440974656,7.5,75,93.89999999999992,22,1.3642172523961673,19.150560000000002,1.7337710440974656,0.5128205128205129,1.1721611721611722,3.4615384615384617,1.1538461538461537,1713,21,8,6.11,7.6,157,0.447345,3.8949999999999996
Pontones,2_Pontones,long,PTS_1_2,PTS_1,2,-1.6943950943071773,15,75,83.59999999999994,20,0.9055023923444981,19.150560000000002,1.6943950943071773,0.5128205128205129,1.1721611721611722,3.4615384615384617,1.1538461538461537,1713,21,8,6.11,7.6,157,0.447345,3.8949999999999996
Pontones,2_Pontones,long,PTS_1_3,PTS_1,3,-1.774660145708352,15,75,76.09999999999994,22,0.6570302233902765,19.150560000000002,1.774660145708352,0.5128205128205129,1.1721611721611722,3.4615384615384617,1.1538461538461537,1713,21,8,6.11,7.6,157,0.447345,3.8949999999999996
Pontones,2_Pontones,long,PTS_2_1,PTS_2,1,-1.565981066567622,13,65,70.79999999999995,17,0.28531073446327704,4.787639999999999,1.565981066567622,0,0.42016806722689076,2.2549019607843137,0.8823529411764706,1693,18,7,7.96,7.28,147,0.69689,6.89
Pontones,2_Pontones,long,PTS_2_2,PTS_2,2,-1.7669505195321034,15,75,75.99999999999996,21,0.16710526315789484,4.787639999999999,1.7669505195321034,0,0.42016806722689076,2.2549019607843137,0.8823529411764706,1693,18,7,7.96,7.28,147,0.69689,6.89
Pontones,2_Pontones,long,PTS_2_3,PTS_2,3,-1.7965169244799024,21,70,96.19999999999993,21,2.114345114345116,4.787639999999999,1.7965169244799024,0,0.42016806722689076,2.2549019607843137,0.8823529411764706,1693,18,7,7.96,7.28,147,0.69689,6.89
Pontones,2_Pontones,long,PTS_3_1,PTS_3,1,-1.6871691838951541,15,75,83.49999999999994,19,1.9497005988023965,19.68252,1.6871691838951541,0.5128205128205129,1.1721611721611722,3.4615384615384617,1.1538461538461537,1700,16,8,5.28,7.81,169,0.486145,4.545
Pontones,2_Pontones,long,PTS_3_2,PTS_3,2,-1.8369366422610562,30,75,78.29999999999995,20,0.5108556832694767,19.68252,1.8369366422610562,0.5128205128205129,1.1721611721611722,3.4615384615384617,1.1538461538461537,1700,16,8,5.28,7.81,169,0.486145,4.545
Pontones,2_Pontones,long,PTS_3_3,PTS_3,3,-1.9815283492311375,22.5,75,83.09999999999997,20,2.415162454873647,19.68252,1.9815283492311375,0.5128205128205129,1.1721611721611722,3.4615384615384617,1.1538461538461537,1700,16,8,5.28,7.81,169,0.486145,4.545
Santiago,1_Santiago,short,SES_1_1,SES_1,1,-0.7608302828186733,10.5,35,45.90000000000001,13,0.38997821350762507,50.536199999999994,0.7608302828186733,0,1.5714285714285714,2.642857142857143,1.0476190476190477,1673,18,20,4.98,8.01,202,0.33327,3.5949999999999998
Santiago,1_Santiago,short,SES_1_2,SES_1,2,-1.7592223117188348,15,75,75.89999999999999,20,0.33333333333333337,50.536199999999994,1.7592223117188348,0,1.5714285714285714,2.642857142857143,1.0476190476190477,1673,18,20,4.98,8.01,202,0.33327,3.5949999999999998
Santiago,1_Santiago,short,SES_1_3,SES_1,3,-1.4876823113936175,10.5,35,41.700000000000024,23,1.2781774580335725,50.536199999999994,1.4876823113936175,0,1.5714285714285714,2.642857142857143,1.0476190476190477,1673,18,20,4.98,8.01,202,0.33327,3.5949999999999998
Santiago,1_Santiago,short,SES_2_1,SES_2,1,-1.228595648782165,15,75,85.89999999999995,19,1.137369033760187,86.70947999999999,1.228595648782165,0,1.34,2.2733333333333334,0.8933333333333334,1769,20,20,11.87,8.03,166,0.9285,8.495000000000001
Santiago,1_Santiago,short,SES_2_2,SES_2,2,-1.9323633764416723,24,80,80.99999999999997,23,1.2679012345679017,86.70947999999999,1.9323633764416723,0,1.34,2.2733333333333334,0.8933333333333334,1769,20,20,11.87,8.03,166,0.9285,8.495000000000001
Santiago,1_Santiago,short,SES_2_3,SES_2,3,-1.6258722708534845,10,50,53.70000000000002,18,1.5418994413407816,86.70947999999999,1.6258722708534845,0,1.34,2.2733333333333334,0.8933333333333334,1769,20,20,11.87,8.03,166,0.9285,8.495000000000001
Santiago,1_Santiago,short,SES_3_1,SES_3,1,-2.1967714628073765,12,40,40.80000000000001,19,1.2892156862745097,63.303239999999995,2.1967714628073765,0,1.34,2.2733333333333334,0.8933333333333334,1711,19,17,6.33,8.25,210,0.397255,4.385
Santiago,1_Santiago,short,SES_3_2,SES_3,2,-1.5729934395748408,15,50,60.90000000000001,19,0.6995073891625615,63.303239999999995,1.5729934395748408,0,1.34,2.2733333333333334,0.8933333333333334,1711,19,17,6.33,8.25,210,0.397255,4.385
Santiago,1_Santiago,short,SES_3_3,SES_3,3,-2.19750985876167,8,40,55.90000000000001,21,0.22540250447227186,63.303239999999995,2.19750985876167,0,1.34,2.2733333333333334,0.8933333333333334,1711,19,17,6.33,8.25,210,0.397255,4.385
Santiago,1_Santiago,long,STS_1_1,STS_1,1,-0.5974789456023765,18,60,71.39999999999992,18,0.9887955182072841,38.30112,0.5974789456023765,0,0.6802721088435374,3.9682539682539684,1.5873015873015872,1708,13,23,8.15,8.07,77,0.16599,1.955
Santiago,1_Santiago,long,STS_1_2,STS_1,2,-1.759222311718835,22.5,75,75.89999999999995,20,0.859025032938077,38.30112,1.759222311718835,0,0.6802721088435374,3.9682539682539684,1.5873015873015872,1708,13,23,8.15,8.07,77,0.16599,1.955
Santiago,1_Santiago,long,STS_1_3,STS_1,3,-1.9180974475160244,NA,80,80.79999999999997,21,0.43316831683168333,38.30112,1.9180974475160244,0,0.6802721088435374,3.9682539682539684,1.5873015873015872,1708,13,23,8.15,8.07,77,0.16599,1.955
Santiago,1_Santiago,long,STS_2_1,STS_2,1,-2.075871161076764,18,60,65.69999999999999,18,0.34398782343987827,65.96303999999999,2.075871161076764,0,0.7077922077922076,3.878787878787879,0.9090909090909091,1722,18,3,10.13,8.6,202,0.323775,6.295
Santiago,1_Santiago,long,STS_2_2,STS_2,2,-2.39588602564383,22.5,75,76,25,0.5631578947368421,65.96303999999999,2.39588602564383,0,0.7077922077922076,3.878787878787879,0.9090909090909091,1722,18,3,10.13,8.6,202,0.323775,6.295
Santiago,1_Santiago,long,STS_2_3,STS_2,3,-1.7763417225975289,10,50,56.50000000000002,22,0.8159292035398227,65.96303999999999,1.7763417225975289,0,0.7077922077922076,3.878787878787879,0.9090909090909091,1722,18,3,10.13,8.6,202,0.323775,6.295
Santiago,1_Santiago,long,STS_3_1,STS_3,1,-1.836936642261056,22.5,75,78.3,20,1.1494252873563218,44.15268,1.836936642261056,0,0.326530612244898,1.9904761904761905,0.6857142857142857,1591,10,8,4.49,7.49,81,0.25563,2.6100000000000003
Santiago,1_Santiago,long,STS_3_2,STS_3,2,-1.7514754510134969,22.5,75,75.79999999999995,19,0.9234828496042222,44.15268,1.7514754510134969,0,0.326530612244898,1.9904761904761905,0.6857142857142857,1591,10,8,4.49,7.49,81,0.25563,2.6100000000000003
Santiago,1_Santiago,long,STS_3_3,STS_3,3,-1.4242557658585422,16.5,55,56.50000000000002,22,1.380530973451327,44.15268,1.4242557658585422,0,0.326530612244898,1.9904761904761905,0.6857142857142857,1591,10,8,4.49,7.49,81,0.25563,2.6100000000000003
